CountryName,CountryCode,SeriesName,SeriesCode,Domain,Year,Value
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2015,49.6909203582369
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2016,49.6952004124594
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2017,49.6997996764673
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2018,49.7044841888624
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2019,49.7099397800525
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2020,49.721562538411
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2021,49.7333827260343
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2022,49.7401047518543
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2023,49.7472404406945
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2024,49.7538553016672
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2025,49.7601372785244
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2015,3421845.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2016,3475459.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2017,3530142.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2018,3585087.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2019,3639812.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2020,3693722.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2021,3746469.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2022,3799149.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2023,3851871.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2024,3904034.0
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2025,3955408.0
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2015,50.3090796417631
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2016,50.3047995875407
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2017,50.3002003235327
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2018,50.2955158111376
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2019,50.2900602199475
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2020,50.278437461589
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2021,50.2666172739657
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2022,50.2598952481457
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2023,50.2527595593055
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2024,50.2461446983328
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2025,50.2398627214756
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2015,6801645.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2016,6908802.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2017,7018147.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2018,7128045.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2019,7237636.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2020,7346533.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2021,7453194.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2022,7559007.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2023,7664993.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2024,7769819.0
Lao PDR,LAO,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2025,7873046.0
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2015,1.45836474920589
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2016,1.56317561333482
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2017,1.57029722559747
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2018,1.55377801997365
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2019,1.52576304616693
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2020,1.49338675171473
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2021,1.44141640887407
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2022,1.40971670105791
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2023,1.39237667233214
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2024,1.35832703035837
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2025,1.31981575540414
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2015,33.1240204432199
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2016,33.8267455533474
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2017,34.5115346444216
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2018,35.2050070032013
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2019,35.9072880879451
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2020,36.6185033569111
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2021,37.338778268357
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2022,38.0682382805397
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2023,38.8070088517156
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2024,39.5552154401406
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2025,40.3129835040701
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2015,2.796
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2016,2.744
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2017,2.691
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2018,2.633
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2019,2.589
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2020,2.535
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2021,2.494
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2022,2.455
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2023,2.421
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2024,2.397
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2025,
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2015,33.2337961453592
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2016,32.8603111754895
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2017,32.5273323571022
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2018,32.2217452330899
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2019,31.9208047987495
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2020,31.6070608821236
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2021,31.2704480300961
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2022,30.9169093958433
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2023,30.557668516962
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2024,30.1984061662183
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2025,29.839672589216
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2015,4.13108857261085
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2016,4.10183240872785
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2017,4.10222242423819
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2018,4.1282707951479
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2019,4.17749001037701
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2020,4.24151802227786
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2021,4.31806848970176
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2022,4.41710766922774
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2023,4.53547084357878
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2024,4.66578436383138
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Dân số & Nhân khẩu học,2025,4.80805045518916
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2015,59.6548580377812
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2016,58.634824292374
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2017,57.8022683207452
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2018,57.1092477648772
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2019,56.4903622140064
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2020,55.8812027825725
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2021,55.2518136368494
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2022,54.6407954328323
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2023,54.0669284232336
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2024,53.5253966955507
Lao PDR,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,Dân số & Nhân khẩu học,2025,53.0168515795744
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2015,6.59548408086159
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2016,6.50692362463753
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2017,6.47340003701013
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2018,6.48589519195398
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2019,6.5373787046973
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2020,6.61173946854435
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2021,6.7038791946113
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2022,6.83064156137367
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2023,6.98767021245376
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2024,7.16316395353111
Lao PDR,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Dân số & Nhân khẩu học,2025,7.35712696165272
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2015,53.0593739569196
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2016,52.1279006677365
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2017,51.328868283735
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2018,50.6233525729232
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2019,49.9529835093091
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2020,49.2694633140282
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2021,48.5479344422381
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2022,47.8101538714586
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2023,47.0792582107798
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2024,46.3622327420196
Lao PDR,LAO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Dân số & Nhân khẩu học,2025,45.6597246179217
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2015,14882321.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2016,15125577.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2017,15374022.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2018,15620144.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2019,15854594.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2020,16067734.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2021,16273730.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2022,16491015.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2023,16716229.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2024,16939879.0
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,Dân số & Nhân khẩu học,2025,17156769.0
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2015,47.649656620582
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2016,47.5801411684325
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2017,47.5157333442124
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2018,47.4618202497666
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2019,47.4112198063461
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2020,47.4120480588136
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2021,47.4696373340045
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2022,47.5307124184689
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2023,47.5889289557357
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2024,47.6405725425283
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Dân số & Nhân khẩu học,2025,47.687048343483
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2015,16350477.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2016,16664108.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2017,16981622.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2018,17290823.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2019,17586002.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2020,17821824.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2021,18008669.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2022,18204478.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2023,18410069.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2024,18617794.0
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,Dân số & Nhân khẩu học,2025,18821069.0
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2015,52.350343379418
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2016,52.4198588315675
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2017,52.4842666557876
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2018,52.5381797502334
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2019,52.5887801936538
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2020,52.5879519411864
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2021,52.5303626659955
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2022,52.4692875815311
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2023,52.4110710442643
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2024,52.3594274574717
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Dân số & Nhân khẩu học,2025,52.312951656517
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2015,31232798.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2016,31789685.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2017,32355644.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2018,32910967.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2019,33440596.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2020,33889558.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2021,34282399.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2022,34695493.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2023,35126298.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2024,35557673.0
Malaysia,MYS,"Population, total",SP.POP.TOTL,Dân số & Nhân khẩu học,2025,35977838.0
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2015,1.73319445645586
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2016,1.76731054757933
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2017,1.76466064017847
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2018,1.70174731907235
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2019,1.59646653343981
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2020,1.33363323143911
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2021,1.15251304394292
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2022,1.1977720012836
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2023,1.23402869169549
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2024,1.22058891015438
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,Dân số & Nhân khẩu học,2025,1.17471679693395
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2015,73.4387869957006
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2016,73.8588978909614
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2017,74.2354806421432
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2018,74.5634625145296
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2019,74.8377707734042
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2020,75.0511895575672
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2021,75.5088628191907
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2022,75.9741357073003
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2023,76.4434752105739
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2024,76.9170296648992
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dân số & Nhân khẩu học,2025,77.3948812296229
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2015,2.008
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2016,1.942
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2017,1.893
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2018,1.838
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2019,1.777
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2020,1.68
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2021,1.555
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2022,1.55
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2023,1.55
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2024,1.543
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dân số & Nhân khẩu học,2025,
Malaysia,MYS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2015,25.8167043794268
Malaysia,MYS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2016,25.5019415023782
Malaysia,MYS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Dân số & Nhân khẩu học,2017,25.2040737436091
